,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level,prob_not_leaving,prob_leaving
10247,PETRI,0.84,0.76,5,243,3,0,0,0,sales,medium,2,1.0,0.0
10249,GOODYEAR,0.7,0.79,4,194,3,0,0,0,sales,medium,2,1.0,0.0
10250,DINEEN,0.64,1.0,4,201,2,0,0,0,sales,medium,2,1.0,0.0
10251,BERNARDI,0.56,0.88,4,248,2,0,0,0,sales,medium,2,1.0,0.0
10291,TREVIZO,0.74,0.75,4,169,4,0,0,0,IT,low,1,1.0,0.0
10290,BORDEAUX,0.64,0.75,3,169,3,0,0,0,IT,low,1,1.0,0.0
10285,ANSELMO,0.65,0.76,4,171,4,0,0,0,technical,low,1,1.0,0.0
10283,EISNER,0.48,0.98,3,257,2,0,0,0,support,medium,2,1.0,0.0
10279,READING,0.85,0.96,2,260,3,0,0,0,support,medium,2,1.0,0.0
10277,ROMIG,0.87,0.84,5,216,3,1,0,0,support,medium,2,1.0,0.0
10276,VENEZIA,0.78,0.95,3,155,3,1,0,0,support,medium,2,1.0,0.0
10273,PETRICK,1.0,0.75,3,237,3,0,0,0,technical,high,3,1.0,0.0
10269,WIGLEY,0.66,0.99,3,228,2,0,0,0,technical,low,1,1.0,0.0
10263,MCKINSTRY,0.92,0.88,4,151,3,0,0,0,technical,low,1,1.0,0.0
10262,EKSTROM,0.77,0.95,3,246,3,0,0,0,hr,low,1,1.0,0.0
10261,KAYS,0.76,0.73,4,148,2,1,0,0,hr,low,1,1.0,0.0
10259,FINLAY,0.79,0.98,4,170,3,0,0,0,hr,low,1,1.0,0.0
10253,BERNS,0.75,0.72,5,174,3,0,0,0,sales,medium,2,1.0,0.0
10252,COOLIDGE,0.32,0.81,5,111,4,0,0,0,sales,medium,2,1.0,0.0
10389,LAKES,0.5,0.76,3,174,3,0,0,0,sales,medium,2,1.0,0.0
10393,TALARICO,0.83,0.77,3,260,2,0,0,0,sales,medium,2,1.0,0.0
10557,THREADGILL,0.81,0.75,5,101,5,0,0,0,sales,medium,2,1.0,0.0
10503,STREIT,0.59,0.9,4,173,3,0,0,0,support,medium,2,1.0,0.0
10518,SCOVILLE,0.24,0.95,3,168,4,0,0,0,IT,medium,2,1.0,0.0
10517,TOWE,0.54,0.95,5,255,2,0,0,0,IT,medium,2,1.0,0.0
10516,LANGEVIN,0.87,0.77,3,190,3,0,0,0,management,low,1,1.0,0.0
10513,DEFEO,0.66,0.9,4,268,3,0,0,0,technical,medium,2,1.0,0.0
10512,GREVE,0.88,0.71,5,255,3,0,0,0,support,medium,2,1.0,0.0
10508,EICHHORN,0.51,0.98,4,245,3,0,0,0,support,medium,2,1.0,0.0
10507,GUIDA,0.54,0.76,2,166,4,0,0,0,support,medium,2,1.0,0.0
10502,BELEW,0.58,0.91,5,185,2,0,0,0,support,low,1,1.0,0.0
10478,RICHERT,0.88,0.77,3,279,3,1,0,0,sales,medium,2,1.0,0.0
10500,RUSNAK,0.62,0.77,3,225,4,1,0,0,technical,low,1,1.0,0.0
10493,ZAMORANO,0.66,0.94,4,176,2,1,0,0,technical,low,1,1.0,0.0
10491,STURTEVANT,0.42,0.73,3,108,4,0,0,0,technical,low,1,1.0,0.0
10490,JESSOP,0.5,0.7,4,135,3,0,0,0,hr,low,1,1.0,0.0
10488,LITTLES,0.6,0.74,3,175,3,1,0,0,hr,low,1,1.0,0.0
10485,POLZIN,0.62,0.79,5,172,3,0,0,0,accounting,low,1,1.0,0.0
10484,RABB,0.71,0.87,3,271,2,0,0,0,accounting,medium,2,1.0,0.0
10519,MCKISSICK,0.65,0.74,4,228,2,1,0,0,IT,medium,2,1.0,0.0
10520,MARCO,0.58,0.87,4,181,3,0,0,0,IT,medium,2,1.0,0.0
10527,PEARMAN,0.56,0.93,4,260,4,0,0,0,RandD,low,1,1.0,0.0
10529,KINSLEY,0.51,0.98,4,171,2,0,0,0,RandD,low,1,1.0,0.0
10556,VIRGEN,0.9,0.76,4,252,4,0,0,0,sales,medium,2,1.0,0.0
10555,HEYMAN,0.75,0.9,3,140,3,0,0,0,sales,low,1,1.0,0.0
10553,SALO,0.97,0.7,3,253,3,0,0,0,sales,medium,2,1.0,0.0
10551,BARBARA,0.92,0.9,4,203,4,0,0,0,sales,medium,2,1.0,0.0
10550,POLO,0.21,0.81,5,142,4,0,0,0,sales,medium,2,1.0,0.0
10548,SAKAMOTO,0.27,0.85,5,142,6,0,0,0,sales,medium,2,1.0,0.0
10544,LAVERTY,0.61,0.78,4,198,3,0,0,0,sales,medium,2,1.0,0.0
10543,OFFUTT,0.15,0.92,5,164,3,0,0,0,sales,medium,2,1.0,0.0
10541,HESTON,0.18,0.73,6,231,4,0,0,0,sales,low,1,1.0,0.0
10540,HUIE,0.69,0.76,5,174,3,0,0,0,marketing,low,1,1.0,0.0
10539,JUSTIN,0.82,0.77,4,152,2,1,0,0,marketing,low,1,1.0,0.0
10538,KINCADE,0.9,1.0,4,218,2,0,0,0,marketing,low,1,1.0,0.0
10535,MELLEN,0.97,0.81,3,145,3,0,0,0,support,low,1,1.0,0.0
10531,RUBEN,0.81,0.91,3,184,3,0,0,0,RandD,low,1,1.0,0.0
10530,FARREN,0.82,0.9,4,232,3,0,0,0,RandD,low,1,1.0,0.0
10481,BRANSTETTER,0.84,0.73,3,181,3,1,0,0,sales,medium,2,1.0,0.0
10473,SANJUAN,0.64,0.72,4,152,3,1,0,0,sales,medium,2,1.0,0.0
10395,PHOENIX,0.16,0.76,6,210,5,0,0,0,sales,medium,2,1.0,0.0
10411,BEN,0.61,0.81,5,136,3,0,0,0,hr,low,1,1.0,0.0
10427,SASSO,0.71,0.76,3,134,3,1,0,0,support,low,1,1.0,0.0
10426,TWYMAN,0.69,0.8,3,212,4,0,0,0,support,low,1,1.0,0.0
10422,BOLLMAN,0.62,0.89,4,254,3,1,0,0,technical,low,1,1.0,0.0
10421,STANSELL,0.61,0.84,3,206,2,0,0,0,technical,low,1,1.0,0.0
10417,HAGAR,0.99,0.98,4,169,3,1,0,0,technical,low,1,1.0,0.0
10414,GIBLIN,0.57,0.94,3,230,2,0,0,0,hr,low,1,1.0,0.0
10413,HEMPEL,0.61,0.76,4,135,2,0,0,0,hr,low,1,1.0,0.0
10408,YEARY,1.0,0.88,4,252,4,0,0,0,accounting,low,1,1.0,0.0
10470,ENGLUND,0.91,0.82,3,183,2,0,0,0,sales,medium,2,1.0,0.0
10407,YOUNGMAN,0.73,0.98,4,216,2,0,0,0,sales,low,1,1.0,0.0
10406,HOBBY,0.25,0.82,5,244,5,1,0,0,sales,medium,2,1.0,0.0
10403,TUFTS,0.67,0.78,4,193,3,0,0,0,sales,medium,2,1.0,0.0
10402,BEHLING,0.99,0.83,4,274,2,0,0,0,sales,low,1,1.0,0.0
10401,KARPINSKI,0.99,0.9,4,175,3,1,0,0,sales,high,3,1.0,0.0
10398,BUTERA,0.96,0.74,5,194,4,1,0,0,sales,medium,2,1.0,0.0
10396,GROS,0.66,0.95,5,206,2,0,0,0,sales,medium,2,1.0,0.0
10428,SANSOM,0.63,0.95,4,134,3,0,0,0,support,medium,2,1.0,0.0
10429,HARKEY,0.89,0.7,3,256,4,0,0,0,support,medium,2,1.0,0.0
10431,SOWA,0.88,0.82,4,109,2,0,0,0,support,medium,2,1.0,0.0
10433,NORBERG,0.52,0.83,4,180,2,0,0,0,support,medium,2,1.0,0.0
10468,CAPUANO,0.54,0.71,3,145,3,1,0,0,sales,medium,2,1.0,0.0
10464,SPRAY,0.24,0.7,6,153,5,1,0,0,marketing,low,1,1.0,0.0
10462,CONDER,0.97,0.89,3,264,3,0,0,0,marketing,low,1,1.0,0.0
10460,KILIAN,1.0,0.89,3,230,3,1,0,0,technical,low,1,1.0,0.0
10459,MURAKAMI,0.49,0.89,3,213,2,0,0,0,support,low,1,1.0,0.0
10457,LUCIER,0.52,0.98,4,165,2,0,0,0,sales,low,1,1.0,0.0
10455,MOLONEY,0.52,0.82,3,170,3,0,0,0,RandD,low,1,1.0,0.0
10454,RIGG,0.55,0.93,4,251,4,1,0,0,RandD,low,1,1.0,0.0
10453,TEETERS,0.96,0.89,3,163,2,0,0,0,RandD,low,1,1.0,0.0
10448,RECK,0.94,0.89,4,192,2,0,0,0,product_mng,low,1,1.0,0.0
10447,CARBERRY,0.53,0.89,3,167,2,0,0,0,product_mng,low,1,1.0,0.0
10444,CARLUCCI,0.63,0.89,3,239,3,0,0,0,IT,medium,2,1.0,0.0
10443,JEONG,0.75,0.71,5,147,4,1,0,0,IT,medium,2,1.0,0.0
10440,GANTZ,0.87,0.73,5,111,4,0,0,0,management,high,3,1.0,0.0
10436,HANSHAW,0.99,0.87,5,211,2,0,0,0,support,medium,2,1.0,0.0
10886,SEDA,0.63,0.71,4,244,2,0,0,0,support,low,1,1.0,0.0
10888,LUERA,0.2,0.94,6,191,5,0,0,0,support,low,1,1.0,0.0
11784,FYE,0.72,0.88,3,189,3,1,0,0,management,high,3,1.0,0.0
11443,SETO,0.58,0.8,4,113,3,0,0,0,IT,medium,2,1.0,0.0
11469,MOYLAN,0.91,0.8,5,169,4,0,0,0,sales,low,1,1.0,0.0
11461,SAUDER,0.57,0.85,4,250,3,1,0,1,marketing,low,1,1.0,0.0
11459,SOUTHER,0.84,0.73,4,197,3,0,0,1,technical,low,1,1.0,0.0
11453,HOCKMAN,0.74,0.71,3,206,3,0,0,0,management,high,3,1.0,0.0
11451,LEGASPI,0.74,0.77,3,211,3,0,0,0,management,high,3,1.0,0.0
11449,PUTT,0.5,0.77,3,267,2,0,0,0,management,high,3,1.0,0.0
11446,COURT,0.31,0.7,3,132,3,0,0,0,product_mng,low,1,1.0,0.0
11442,BARTRAM,0.59,0.81,4,189,3,0,0,0,sales,medium,2,1.0,0.0
11478,ADAN,0.57,0.78,3,134,3,0,0,0,RandD,medium,2,1.0,0.0
11441,BERGGREN,0.61,0.81,4,134,3,0,0,0,sales,medium,2,1.0,0.0
11439,HOSE,0.77,0.99,4,260,3,0,0,0,sales,medium,2,1.0,0.0
11438,LACLAIR,0.16,0.98,3,232,5,0,0,0,sales,medium,2,1.0,0.0
11436,THOMAN,0.77,0.71,5,250,3,1,0,0,sales,medium,2,1.0,0.0
11434,EYLER,0.78,0.96,3,202,4,1,0,0,marketing,medium,2,1.0,0.0
11432,MCKINNIE,0.91,0.82,4,238,2,0,0,0,management,low,1,1.0,0.0
11431,LOEWEN,0.81,0.77,3,221,2,0,0,0,technical,low,1,1.0,0.0
11470,EANES,0.48,0.9,4,208,3,0,0,0,sales,low,1,1.0,0.0
11479,YELTON,0.51,0.8,5,268,3,0,0,0,RandD,medium,2,1.0,0.0
10892,WARNKE,0.64,0.91,3,165,3,1,0,0,support,low,1,1.0,0.0
11509,LEFLORE,0.75,0.87,4,146,8,1,0,0,support,low,1,1.0,0.0
11532,ESPANA,0.89,0.77,3,144,3,0,0,0,management,high,3,1.0,0.0
11531,GIGUERE,0.67,0.72,2,134,10,0,0,0,management,high,3,1.0,0.0
11527,AGARWAL,0.25,0.89,4,154,10,0,0,0,management,high,3,1.0,0.0
11526,CHERY,0.47,0.76,6,174,10,0,0,0,IT,medium,2,1.0,0.0
11522,WURTZ,0.5,0.92,4,266,7,0,0,0,product_mng,medium,2,1.0,0.0
11518,LEVENSON,0.63,0.93,4,233,3,0,0,0,IT,medium,2,1.0,0.0
11516,HUNSUCKER,0.71,0.97,5,208,8,1,0,0,management,medium,2,1.0,0.0
11506,YUHAS,0.69,0.78,5,131,8,0,0,0,support,low,1,1.0,0.0
11481,LOBDELL,0.83,0.73,4,157,2,0,0,0,RandD,medium,2,1.0,0.0
11501,HILARIO,0.82,0.79,3,176,3,0,0,0,technical,low,1,1.0,0.0
11499,MCCRAE,0.65,0.77,4,205,3,0,0,0,sales,low,1,1.0,0.0
11497,HOLTZCLAW,0.54,0.76,3,183,3,0,0,0,sales,low,1,1.0,0.0
11491,LABARBERA,0.61,0.88,5,146,7,1,0,0,marketing,low,1,1.0,0.0
11489,LIPE,0.59,0.94,5,157,7,1,0,0,management,medium,2,1.0,0.0
11486,LORENTZ,0.68,0.99,3,159,2,0,0,0,accounting,medium,2,1.0,0.0
11482,DOMINGUES,0.87,0.97,5,151,3,0,0,0,RandD,medium,2,1.0,0.0
11430,MCNARY,0.67,0.7,3,149,3,0,0,0,support,low,1,1.0,0.0
11427,SEDLACEK,0.84,0.8,4,236,3,0,0,0,marketing,low,1,1.0,0.0
11424,ENGELMAN,0.69,0.73,3,231,2,1,0,0,management,high,3,1.0,0.0
11341,PASCAL,0.77,0.91,4,239,3,1,0,0,product_mng,low,1,1.0,0.0
11356,BLAZER,0.53,0.7,4,223,3,0,0,0,sales,low,1,1.0,0.0
11353,STENBERG,0.36,0.73,2,111,2,0,0,0,sales,low,1,1.0,0.0
11352,TOMCZAK,0.51,0.73,4,229,3,0,0,0,sales,low,1,1.0,0.0
11348,VIRGIL,0.14,0.76,4,142,10,0,0,0,management,high,3,1.0,0.0
11347,DIDOMENICO,0.69,0.72,4,185,10,1,0,0,management,high,3,1.0,0.0
11344,HOLTER,0.51,0.85,4,186,2,0,0,0,product_mng,low,1,1.0,0.0
11343,SOLARES,0.69,0.9,3,185,4,0,0,0,product_mng,low,1,1.0,0.0
11339,STUCKER,0.76,0.81,4,242,2,0,0,0,IT,low,1,1.0,0.0
11413,GARLOCK,0.16,0.72,3,203,3,0,0,0,sales,medium,2,1.0,0.0
11334,ALKIRE,0.79,0.73,2,147,2,0,0,0,technical,medium,2,1.0,0.0
11329,TRUETT,1.0,0.74,2,187,3,0,0,0,support,medium,2,1.0,0.0
11326,MIJARES,0.82,0.71,3,150,3,0,0,0,support,medium,2,1.0,0.0
11324,COWGILL,0.23,0.94,5,242,4,0,0,0,support,medium,2,1.0,0.0
11322,GARLICK,0.57,0.88,4,140,2,0,0,0,support,medium,2,1.0,0.0
11317,GILE,0.96,0.83,3,177,4,0,0,0,technical,low,1,1.0,0.0
11316,VERAS,0.66,0.81,3,174,3,0,0,0,technical,low,1,1.0,0.0
11357,SLEEPER,0.8,0.95,4,272,2,0,0,0,sales,low,1,1.0,0.0
11358,ORTMAN,0.73,0.77,3,233,3,0,0,0,sales,medium,2,1.0,0.0
11359,NUNNERY,0.82,0.8,3,162,3,0,0,0,sales,medium,2,1.0,0.0
11360,DOIRON,0.62,0.75,5,165,4,0,0,0,sales,medium,2,1.0,0.0
11412,HENNEN,0.5,1.0,4,258,3,0,0,0,sales,medium,2,1.0,0.0
11410,MORGENSTERN,0.17,0.78,3,239,6,0,0,0,sales,low,1,1.0,0.0
11409,STUDEBAKER,0.87,0.87,5,207,2,0,0,0,sales,high,3,1.0,0.0
11407,BAINS,0.86,0.95,4,149,3,0,0,1,sales,medium,2,1.0,0.0
11401,MCKEEHAN,0.97,0.79,5,259,3,0,0,1,support,medium,2,1.0,0.0
11399,TOON,0.51,0.97,4,258,2,0,0,0,sales,medium,2,1.0,0.0
11395,WAINSCOTT,0.54,0.79,5,249,3,1,0,0,management,high,3,1.0,0.0
11388,MUSSO,0.52,0.8,3,252,4,0,0,0,product_mng,low,1,1.0,0.0
11381,NOACK,0.37,0.72,3,121,2,0,0,0,sales,low,1,1.0,0.0
11375,TAFOLLA,1.0,0.93,5,167,3,0,0,0,sales,medium,2,1.0,0.0
11374,WARNE,0.98,0.89,4,218,2,0,0,0,sales,medium,2,1.0,0.0
11372,BAILY,0.98,0.74,3,185,3,0,0,0,sales,medium,2,1.0,0.0
11369,CLAYBORN,0.86,0.84,3,177,3,0,0,0,sales,medium,2,1.0,0.0
11366,MURR,0.76,0.8,5,217,2,0,0,0,sales,medium,2,1.0,0.0
11364,CALI,0.91,0.77,3,144,3,0,0,0,sales,medium,2,1.0,0.0
11533,COZAD,0.6,0.91,5,211,3,0,0,0,sales,low,1,1.0,0.0
11534,COHAN,0.64,0.79,4,139,3,0,0,0,sales,low,1,1.0,0.0
11536,HOSKIN,0.56,0.98,5,171,3,1,0,0,sales,low,1,1.0,0.0
11710,COPPOCK,0.76,0.98,2,235,3,0,0,0,management,high,3,1.0,0.0
11722,NOLIN,0.16,0.95,6,117,7,0,0,0,sales,medium,2,1.0,0.0
11721,PAIK,0.98,0.74,4,151,3,0,0,0,sales,medium,2,1.0,0.0
11718,HELMUTH,0.63,0.85,4,182,3,1,0,0,sales,high,3,1.0,0.0
11715,GUPTON,0.23,0.7,3,123,5,0,0,0,sales,medium,2,1.0,0.0
11714,MIKEL,0.51,0.75,3,133,3,0,0,0,sales,medium,2,1.0,0.0
11713,OWENSBY,0.63,0.98,4,187,3,0,0,0,management,high,3,1.0,0.0
11711,STINER,0.82,0.9,3,215,4,0,0,0,management,high,3,1.0,0.0
11708,VALTIERRA,0.43,0.76,6,154,2,0,0,0,management,high,3,1.0,0.0
11679,UY,0.66,0.87,3,223,7,0,0,0,sales,high,3,1.0,0.0
11702,GAFFORD,0.87,0.9,3,174,2,0,0,0,IT,low,1,1.0,0.0
11701,HILLYER,0.53,0.73,3,163,3,1,0,0,IT,low,1,1.0,0.0
11700,ZERBE,0.7,0.88,3,159,2,0,0,0,IT,high,3,1.0,0.0
11698,MUNSEY,0.62,0.73,3,245,4,0,0,0,IT,low,1,1.0,0.0
11696,VANETTEN,0.73,0.94,3,177,3,0,0,0,technical,low,1,1.0,0.0
11695,WHITTIER,0.81,0.78,3,165,3,0,0,0,technical,high,3,1.0,0.0
11688,SCHNECK,0.94,0.9,4,144,4,0,0,0,support,low,1,1.0,0.0
11727,GOODLOE,0.88,0.88,4,222,3,1,0,1,sales,medium,2,1.0,0.0
11729,KORB,0.93,0.7,5,231,7,0,0,1,sales,high,3,1.0,0.0
11733,RAFAEL,0.74,0.74,5,160,3,1,0,0,sales,high,3,1.0,0.0
11735,AKHTAR,0.89,0.77,5,232,3,0,0,0,sales,low,1,1.0,0.0
11783,KEECH,0.66,0.79,5,134,3,0,0,0,management,high,3,1.0,0.0
11781,MOTZ,0.51,0.71,2,180,3,0,0,0,product_mng,low,1,1.0,0.0
11778,DAHLIN,0.48,0.8,4,196,5,0,0,0,product_mng,low,1,1.0,0.0
11775,LADUKE,0.66,0.72,4,271,3,0,0,0,sales,low,1,1.0,0.0
11769,SCHLEY,0.73,0.72,4,233,2,0,0,0,sales,low,1,1.0,0.0
11768,BACKES,0.8,0.84,4,242,2,1,0,0,marketing,low,1,1.0,0.0
11766,FULGHAM,0.76,0.85,3,192,3,0,0,0,marketing,low,1,1.0,0.0
11759,LICEA,0.74,0.98,3,166,3,1,0,1,management,high,3,1.0,0.0
11757,RUNDLE,0.73,0.78,3,262,7,1,0,1,management,high,3,1.0,0.0
11754,LUEBKE,0.61,0.79,5,230,10,0,0,0,management,high,3,1.0,0.0
11751,BARBATO,0.99,0.92,4,265,4,1,0,0,product_mng,medium,2,1.0,0.0
11745,PASCO,0.27,0.76,4,108,10,0,0,0,sales,medium,2,1.0,0.0
11744,SHORTS,0.48,0.89,4,145,3,0,0,0,sales,low,1,1.0,0.0
11738,SWEENY,0.52,0.72,4,222,3,0,0,0,sales,low,1,1.0,0.0
11736,TYRE,0.23,0.77,5,272,2,0,0,0,sales,low,1,1.0,0.0
11687,CARNELL,0.71,0.78,4,227,2,0,0,0,support,low,1,1.0,0.0
11674,GAUNT,0.95,0.77,5,199,10,1,0,0,sales,medium,2,1.0,0.0
11537,YANDELL,0.6,0.9,4,260,2,0,0,0,sales,medium,2,1.0,0.0
11577,ROCKEY,0.55,0.78,4,261,3,0,0,0,management,high,3,1.0,0.0
11600,MORILLO,0.95,0.75,4,151,3,0,0,0,product_mng,medium,2,1.0,0.0
11598,KEITHLEY,0.76,0.72,3,263,3,0,0,0,product_mng,medium,2,1.0,0.0
11597,JUDE,0.99,0.94,5,151,3,0,0,0,product_mng,medium,2,1.0,0.0
11593,BEHAN,0.65,0.85,4,172,3,0,0,0,sales,medium,2,1.0,0.0
11592,HAMPSON,0.95,0.84,3,240,7,0,0,0,sales,medium,2,1.0,0.0
11585,CLONINGER,0.91,0.75,2,147,3,0,0,0,marketing,low,1,1.0,0.0
11584,DEBOSE,0.65,0.74,4,233,4,1,0,0,management,low,1,1.0,0.0
11573,GAYDOS,0.24,0.81,6,263,7,0,0,0,management,high,3,1.0,0.0
11670,RICHERSON,0.5,0.91,4,144,8,0,0,0,management,medium,2,1.0,0.0
11562,BRITTEN,0.76,0.79,3,247,3,0,0,0,sales,low,1,1.0,0.0
11556,SCHWENK,0.56,0.79,5,248,3,0,0,0,sales,medium,2,1.0,0.0
11552,SENECAL,0.52,0.83,5,145,3,0,0,0,sales,medium,2,1.0,0.0
11549,HARA,0.73,0.92,6,189,3,1,0,0,sales,medium,2,1.0,0.0
11548,LIGHTSEY,0.65,0.94,4,184,7,0,0,0,sales,medium,2,1.0,0.0
11547,LUA,0.42,0.8,4,259,7,1,0,0,sales,medium,2,1.0,0.0
11545,BOULANGER,0.58,0.79,3,243,3,1,0,0,sales,medium,2,1.0,0.0
11608,BANEY,0.15,0.75,3,259,8,1,0,0,marketing,high,3,1.0,0.0
11610,SIMEONE,0.89,0.86,4,153,3,0,0,0,accounting,low,1,1.0,0.0
11614,GELINAS,0.25,0.72,5,279,8,0,0,0,marketing,low,1,1.0,0.0
11617,KLOCK,0.72,0.75,4,211,4,0,0,0,sales,medium,2,1.0,0.0
11668,SCRIVNER,0.62,0.73,3,144,10,1,0,0,support,high,3,1.0,0.0
11667,TOMBLIN,0.62,0.82,3,204,10,0,0,0,accounting,medium,2,1.0,0.0
11665,GUSS,0.96,0.85,4,173,3,0,0,0,marketing,high,3,1.0,0.0
11655,MISTRY,0.56,0.71,5,244,3,0,0,0,product_mng,low,1,1.0,0.0
11654,RIX,0.87,0.73,5,184,3,0,0,0,product_mng,low,1,1.0,0.0
11651,DONLON,0.61,0.77,5,232,7,0,0,0,sales,medium,2,1.0,0.0
11649,RAYFIELD,0.91,0.77,3,195,7,0,0,0,sales,medium,2,1.0,0.0
11645,HERLIHY,0.76,0.85,3,180,7,0,0,0,sales,medium,2,1.0,0.0
11639,LAZENBY,0.7,0.84,3,260,4,1,0,0,support,medium,2,1.0,0.0
11635,ROW,0.59,0.73,4,247,10,0,0,0,management,high,3,1.0,0.0
11634,SKILLMAN,0.77,0.73,3,201,10,0,0,0,management,high,3,1.0,0.0
11631,YETTER,0.49,0.78,4,254,10,0,0,0,management,high,3,1.0,0.0
11625,CZAJKOWSKI,0.68,0.97,3,250,3,1,0,0,product_mng,medium,2,1.0,0.0
11623,GALASSO,0.66,0.95,5,192,7,0,0,0,sales,medium,2,1.0,0.0
11618,DUNKLEY,0.49,0.94,4,175,3,0,0,0,sales,medium,2,1.0,0.0
11315,BRACKIN,0.66,0.77,4,188,2,0,0,0,technical,low,1,1.0,0.0
11312,MADDOCK,0.8,0.96,3,161,3,0,0,0,technical,low,1,1.0,0.0
11310,NOONE,0.77,0.74,5,243,2,0,0,0,technical,low,1,1.0,0.0
11011,TIMKO,0.21,0.7,3,238,8,0,0,0,technical,medium,2,1.0,0.0
11023,SAPPINGTON,0.79,0.82,4,220,3,0,0,0,sales,medium,2,1.0,0.0
11022,ZAZUETA,0.96,0.89,3,142,4,0,0,0,sales,medium,2,1.0,0.0
11021,WAGLER,0.56,0.92,4,224,3,0,0,0,sales,medium,2,1.0,0.0
11020,WAID,0.65,0.91,4,224,2,1,0,0,sales,low,1,1.0,0.0
11019,ROBESON,0.78,0.96,2,285,3,0,0,0,sales,high,3,1.0,0.0
11014,REDING,0.52,0.89,3,188,6,0,0,0,marketing,medium,2,1.0,0.0
11013,REICHEL,0.51,0.8,4,198,6,0,0,0,marketing,medium,2,1.0,0.0
11006,BERNING,0.8,0.81,5,248,2,1,0,0,RandD,low,1,1.0,0.0
10974,DIALLO,0.37,0.86,6,260,3,0,0,0,technical,medium,2,1.0,0.0
11004,MULDROW,0.83,0.91,3,155,3,0,0,0,RandD,low,1,1.0,0.0
10994,BORCHERT,0.61,0.86,3,239,3,0,0,0,IT,low,1,1.0,0.0
10992,DELAVEGA,0.65,0.76,2,170,5,0,0,0,IT,low,1,1.0,0.0
10987,PERILLO,0.54,0.73,3,157,3,0,0,0,RandD,low,1,1.0,0.0
10986,QUATTLEBAUM,0.89,0.71,4,190,3,0,0,0,RandD,low,1,1.0,0.0
10984,TENG,0.99,0.99,4,163,4,0,0,0,product_mng,medium,2,1.0,0.0
10982,MACRI,0.88,0.82,3,265,3,0,0,0,product_mng,medium,2,1.0,0.0
11026,NALLY,0.86,0.82,4,274,2,1,0,0,sales,low,1,1.0,0.0
11027,NAJAR,0.57,0.72,4,214,2,1,0,0,sales,low,1,1.0,0.0
11028,MARKO,0.86,0.87,5,171,2,0,0,0,sales,low,1,1.0,0.0
11035,NUCKOLS,0.48,1.0,4,261,3,0,0,0,accounting,low,1,1.0,0.0
11072,GLEN,1.0,0.86,2,264,3,0,0,0,IT,medium,2,1.0,0.0
11070,VIVIAN,0.86,0.91,4,253,3,0,0,0,IT,low,1,1.0,0.0
11063,DAI,0.8,0.86,3,203,3,0,0,0,support,medium,2,1.0,0.0
11062,DEMUTH,0.94,0.95,5,170,3,0,0,0,support,medium,2,1.0,0.0
11061,GANZ,0.9,0.73,2,203,4,0,0,0,support,medium,2,1.0,0.0
11060,SHEAHAN,0.7,0.76,4,173,2,0,0,0,support,medium,2,1.0,0.0
11059,WIER,0.68,0.97,3,174,2,0,0,0,support,low,1,1.0,0.0
11049,SANTORA,0.65,0.83,4,251,2,0,0,0,technical,medium,2,1.0,0.0
11046,COLLINSWORTH,0.95,0.9,3,155,3,0,0,0,technical,medium,2,1.0,0.0
11044,MASTEN,0.93,0.99,3,169,3,0,0,0,technical,low,1,1.0,0.0
11043,SIEGRIST,0.61,0.83,4,153,2,0,0,0,technical,low,1,1.0,0.0
11042,FERRIN,0.97,0.89,4,208,2,1,0,0,technical,low,1,1.0,0.0
11040,BAK,0.62,0.81,3,245,2,1,0,0,hr,low,1,1.0,0.0
11039,RALLS,0.31,0.87,6,240,3,1,0,0,hr,low,1,1.0,0.0
11037,HEINZE,0.72,0.85,5,237,4,0,0,0,accounting,low,1,1.0,0.0
10981,WENG,0.75,0.78,2,259,3,0,0,0,product_mng,low,1,1.0,0.0
10969,SYDNOR,0.69,0.98,4,180,3,0,0,0,support,medium,2,1.0,0.0
11075,CROWSON,0.82,0.89,4,239,2,0,0,0,product_mng,medium,2,1.0,0.0
10904,ODANIEL,0.58,0.86,4,168,2,0,0,0,product_mng,medium,2,1.0,0.0
10921,BLAU,0.55,0.98,4,185,2,1,0,0,marketing,low,1,1.0,0.0
10918,BEVIS,0.64,0.9,5,266,3,0,0,0,support,low,1,1.0,0.0
10917,TILGHMAN,0.99,0.73,4,240,4,0,0,0,accounting,low,1,1.0,0.0
10916,TRAUB,0.79,0.79,4,231,2,0,0,0,sales,low,1,1.0,0.0
10913,NAU,0.95,0.96,3,220,3,0,0,0,RandD,low,1,1.0,0.0
10906,FUJIMOTO,1.0,0.73,5,189,3,1,0,0,product_mng,low,1,1.0,0.0
10905,GARROW,0.73,0.93,3,205,3,0,0,0,product_mng,high,3,1.0,0.0
10902,CREMEANS,0.76,0.92,3,176,2,0,0,0,IT,medium,2,1.0,0.0
10968,TOMKO,0.63,0.91,4,252,3,1,0,0,support,medium,2,1.0,0.0
10901,DEWAR,0.66,0.91,4,234,2,1,0,0,IT,medium,2,1.0,0.0
10899,WHISMAN,0.89,0.91,3,233,2,0,0,0,IT,medium,2,1.0,0.0
10898,NYMAN,0.88,0.85,3,220,3,0,0,0,management,medium,2,1.0,0.0
10897,TOPPER,0.82,0.93,3,247,3,0,0,0,technical,medium,2,1.0,0.0
